list_id,host_id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22360657,48858084,7,0,,,1,0
22360787,33738190,1,0,,,3,0
22360921,33738190,1,2,1/1/18,0.11,3,0
22361004,160792280,1,0,,,2,0
22361100,30368670,180,5,7/17/18,0.27,2,364
22361286,2488360,4,18,11/25/18,0.98,1,0
22361598,31142123,4,3,5/5/18,0.16,1,0
22361604,163516658,1,139,6/24/19,7.65,1,77
22361657,5778653,1,1,12/31/17,0.05,1,0
22361885,52243881,1,1,12/23/17,0.05,2,0
22361893,163518918,3,3,5/24/19,1.32,1,249
22362691,7335887,2,34,6/14/19,1.89,2,117
22363371,132341923,1,91,7/5/19,5.04,2,57
22365504,163259257,30,2,8/22/18,0.15,1,0
22366842,10994664,30,1,12/11/18,0.14,8,334
22366866,4162008,1,0,,,2,0
22367196,163554531,3,0,,,1,0
22368370,139329404,1,9,3/2/18,0.49,1,0
22368751,20800727,5,0,,,1,0
22370132,163574555,1,69,7/5/19,3.73,1,277
22370339,163576102,30,2,4/30/19,0.15,1,268
22370386,126735001,2,36,6/24/19,1.94,1,0
22370388,107434423,30,1,8/17/18,0.09,232,310
22371082,2212344,4,4,1/1/19,0.22,3,0
22371868,13753058,15,0,,,1,0
22372893,94088674,1,2,2/25/18,0.11,1,0
22372939,47499199,3,10,4/16/19,0.54,1,0
22373128,163586662,3,4,7/4/19,0.22,1,76
22373272,156935,4,28,6/25/19,1.52,1,179
22374327,163602988,3,22,6/22/19,1.2,1,13
22374799,163605956,1,24,6/24/19,1.3,1,328
22374957,41218193,1,0,,,1,0
22374967,48088611,7,2,3/19/18,0.12,2,0
22375950,133415438,10,0,,,1,0
22376011,161510806,1,2,12/30/17,0.11,2,0
22376064,5524607,1,35,7/3/19,2.04,1,28
22376093,24273714,2,34,7/1/19,1.84,3,272
22376903,163625251,3,34,6/22/19,1.85,1,156
22376920,163626113,2,107,6/30/19,5.73,1,49
22376956,707534,2,9,5/28/19,0.48,1,5
22377119,52711549,1,2,1/3/18,0.11,2,0
22378688,24755691,1,10,6/30/19,0.53,1,211
22379163,150891854,3,2,1/16/18,0.11,1,0
22379701,92649019,6,48,6/29/19,2.59,1,0
22381052,97127885,1,5,12/30/18,0.27,2,250
22382300,10347684,6,2,5/6/18,0.12,1,0
22382863,66837596,3,19,6/17/19,1.03,2,79
22384473,46473712,3,5,3/16/19,0.27,1,8
22384717,3076579,3,4,5/12/19,0.66,1,31
22384915,1512819,3,13,4/6/19,0.7,5,76
22385723,35089676,1,8,6/14/19,0.44,1,76
22386804,163715101,2,67,6/23/19,3.93,1,67
22387260,161902034,1,106,6/30/19,5.7,1,310
22387338,45485919,1,1,1/2/18,0.05,1,57
22387499,68554866,3,27,7/3/19,2.77,1,41
22387975,61394859,9,0,,,1,0
22388659,31451485,4,0,,,1,0
22389020,3693489,2,0,,,1,0
22389035,25944182,2,50,7/5/19,2.84,2,51
22389071,48205496,3,12,6/29/19,0.65,2,17
22389258,5769367,3,12,5/27/19,0.65,1,83
22389296,25944182,2,53,7/1/19,3.15,2,76
22390736,163749958,1,4,5/14/19,0.49,3,324
22390755,4043468,2,28,7/7/19,1.51,1,3
22392030,151728547,15,0,,,1,0
22393526,33787022,3,12,10/14/18,0.85,1,0
22394214,6757221,6,1,1/2/19,0.16,2,0
22395320,2257005,3,31,3/15/19,1.8,1,0
22396507,6764450,2,2,1/1/18,0.11,1,0
22397992,137675040,3,1,5/30/18,0.07,1,0
22399042,96437032,20,0,,,1,0
22400254,82367658,3,7,6/13/19,0.38,5,313
22400368,158568617,1,104,6/23/19,5.61,1,365
22400476,6787883,1,20,3/23/19,1.29,4,151
22400510,6787883,1,16,5/26/19,1.05,4,150
22400568,12898987,3,49,6/5/19,2.74,1,324
22400856,50312214,2,1,12/30/17,0.05,1,0
22401048,6787883,1,20,6/20/19,1.23,4,132
22401504,163855521,3,66,7/1/19,3.55,1,254
22401901,10674042,2,1,2/8/18,0.06,1,0
22403201,102442325,1,2,5/25/18,0.11,1,0
22403335,163877894,29,24,4/23/19,1.42,1,3
22404730,1417159,4,42,6/15/19,2.46,1,242
22406109,54656266,2,38,6/30/19,2.05,1,25
22406251,163905917,2,7,1/1/19,0.38,3,0
22406991,52711549,1,16,6/29/19,0.85,2,1
22407389,2924286,3,10,9/5/18,0.54,1,0
22407448,16057852,4,0,,,1,0
22408376,44213272,1,14,1/4/19,0.83,5,310
22408527,36356065,1,1,12/25/17,0.05,1,0
22408670,10663089,3,5,10/29/18,0.51,1,0
22409073,162781227,2,7,12/25/18,0.38,1,0
22409377,100032033,1,0,,,1,0
22409383,3532263,2,19,6/21/19,1.03,4,363
22409448,9470468,3,20,7/5/19,4.96,1,55
22409676,164048400,1,1,12/30/17,0.05,1,0
22409935,57044398,4,0,,,1,0
22410246,54586794,2,1,12/31/17,0.05,1,0
22410359,12233355,2,5,10/28/18,0.27,2,0
22411635,11200970,1,31,6/25/19,1.67,1,13
22411833,35805776,3,6,5/26/19,0.32,1,0
22412331,369226,30,2,5/17/18,0.11,1,0
22417648,25064629,3,42,6/13/19,2.26,1,54
22418899,1741413,1,5,6/28/18,0.27,1,0
22419249,10556923,4,15,5/28/19,0.83,1,13
22419704,3231509,14,23,5/9/19,1.27,4,1
22419930,162745077,1,23,7/1/19,1.25,2,93
22420010,3231509,14,14,3/6/19,0.78,4,298
22420304,164164069,2,17,9/7/18,0.92,1,36
22420902,52221728,4,2,6/9/18,0.11,1,0
22421636,35518413,1,93,7/1/19,5.01,2,279
22421928,15387,2,8,10/28/18,0.56,1,0
22423342,85678544,1,4,8/19/18,0.22,1,0
22423659,44213272,1,26,12/31/18,1.41,5,173
22425516,164228532,3,104,6/20/19,5.67,2,25
22429595,55804009,1,1,12/31/17,0.05,1,0
22431770,164291123,1,47,6/5/19,2.8,3,364
22432497,164303137,4,35,5/25/19,2.36,2,5
22432585,3244298,2,8,5/13/19,0.44,1,146
22433073,164308567,1,3,5/18/18,0.16,1,4
22433291,84716175,1,14,1/1/19,0.76,2,180
22433593,43222031,4,0,,,1,0
22434082,164318938,1,29,6/23/19,1.72,1,14
22434380,147058441,1,7,7/7/19,0.39,1,54
22434861,5925222,2,1,1/1/18,0.05,1,0
22435019,5076827,3,29,2/20/19,1.79,2,235
22435399,140494157,1,1,1/1/18,0.05,1,0
22435813,161510806,1,3,2/18/18,0.16,2,0
22436168,22507599,1,0,,,1,0
22436287,655450,29,5,12/21/18,0.31,1,98
22436581,110191144,2,28,6/1/19,1.75,2,53
22436770,114131821,30,0,,,1,87
22436899,72390391,30,0,,,1,83
22438519,125898610,2,0,,,1,0
22438742,21878092,2,9,2/24/19,0.56,1,0
22438808,164378428,2,2,1/1/18,0.11,1,0
22440046,164391402,1,3,12/31/18,0.38,1,365
22445969,61391963,30,2,6/1/19,0.87,91,251
22446079,3812968,3,9,2/15/19,0.51,1,0
22446205,164456084,1,0,,,1,0
22446479,128793815,2,55,7/1/19,2.97,4,281
22446568,5458990,7,21,4/14/19,1.14,1,10
22446998,5425440,1,2,1/16/18,0.11,1,0
22447398,11300395,2,0,,,1,0
22447855,104273977,1,1,2/17/18,0.06,3,0
22448088,686385,1,58,6/23/19,3.64,1,45
22448345,104273977,1,1,2/18/18,0.06,3,0
22448487,4823243,2,9,4/7/19,1.08,1,57
22448627,164303137,4,58,7/1/19,3.16,2,32
22448905,54549189,3,1,12/28/17,0.05,1,0
22449860,92835031,3,50,6/23/19,3.12,1,71
22450143,119828457,3,55,6/23/19,3.4,4,329
22450373,15535829,2,3,5/18/19,0.36,1,364
22451363,164509613,1,23,7/5/19,1.37,1,3
22451798,4126686,3,87,7/5/19,4.91,1,267
22452129,164516331,2,33,9/30/18,1.86,1,0
22452278,3695529,2,61,6/20/19,3.42,2,85
22452536,54554971,2,33,12/18/18,1.79,1,0
22452728,117195769,1,92,6/30/19,4.96,3,357
22453527,145518739,2,24,5/3/19,1.68,3,149
22453638,164537600,2,3,1/28/18,0.17,1,0
22454253,132883674,1,3,3/18/18,0.17,3,0
22454397,13677929,30,8,6/13/18,0.45,1,219
22454537,164549734,1,0,,,1,0
22454710,5863772,2,5,1/20/19,0.27,1,0
22454765,13510515,4,0,,,1,0
22455153,26490904,30,2,2/4/19,0.17,4,280
22455181,77005581,1,133,7/7/19,7.79,1,41
22455806,157935032,1,1,2/15/19,0.21,1,37
22460607,162100686,2,0,,,1,0
22460669,55807631,1,11,4/1/18,0.6,1,0
22462752,158969505,30,3,5/27/19,0.45,9,199
22462797,164637779,1,2,12/30/17,0.11,1,0
22463757,31176801,6,23,5/24/19,1.42,1,190
22463977,164650025,1,204,6/30/19,11.17,1,19
22464295,158969505,30,3,4/30/19,0.37,9,264
22465327,254846,3,19,5/6/19,1.13,4,272
22465418,3210260,5,8,5/28/18,0.49,1,0
22465657,158969505,30,2,12/16/18,0.16,9,298
22466002,158969505,30,0,,,9,200
22466315,158969505,30,4,1/7/19,0.3,9,281
22466537,27188995,1,1,7/1/18,0.08,1,280
22468075,24707177,4,5,1/14/19,0.28,1,0
22469509,3389563,2,13,5/28/18,0.73,1,0
22470443,163217478,1,127,7/3/19,6.94,2,80
22470605,4177178,14,4,4/3/19,0.23,1,0
22471099,48565842,7,0,,,1,0
22471517,89363555,1,5,2/27/18,0.27,1,0
22471587,35920741,1,18,4/22/19,0.98,1,364
22471620,67043358,7,0,,,1,0
22472801,164750816,2,83,6/29/19,4.47,1,288
22477305,113805886,31,5,3/10/19,0.4,33,327
22477997,24020292,1,60,7/6/19,3.25,4,58
22478609,164806814,4,52,6/17/19,3.03,1,242
22479006,164814832,3,42,7/6/19,2.94,1,46
22479784,10685109,2,1,1/1/18,0.05,1,0
22479926,4070519,2,20,5/8/19,1.14,1,0
22479963,4500818,30,25,5/9/19,1.35,1,342
22480137,48088611,7,3,8/22/18,0.17,2,155
22480209,27741331,30,0,,,2,322
22480570,22382224,1,6,4/2/18,0.33,1,0
22481246,92856787,1,75,7/4/19,4.78,1,283
22481840,162572530,2,13,6/11/18,0.72,1,0
22482376,164847238,4,4,6/12/19,0.22,1,2
22483105,35596244,2,0,,,1,0
22483110,26156848,1,68,6/15/19,3.74,1,5
22483574,130971031,3,22,4/22/19,1.22,4,125
22483585,17129810,4,42,5/28/19,2.42,5,299
22483776,55197894,5,7,2/12/19,0.38,1,0
22483942,130971031,2,22,6/18/19,1.21,4,139
22484006,26789852,4,77,7/6/19,4.27,2,32
22484057,38359380,5,2,7/27/18,0.17,1,0
22484513,69427350,5,2,10/29/18,0.23,1,0
22485416,21410914,3,47,6/23/19,2.77,6,0
22485639,164886138,1,43,6/29/19,2.51,11,281
22485685,164886138,2,4,3/24/19,0.53,11,354
22485716,164887236,2,0,,,1,0
22486252,123953239,2,8,5/19/19,0.55,2,327
22486540,1512819,10,8,10/10/18,0.44,5,153
22489609,44216307,1,27,6/16/19,1.5,1,35
22489858,164886138,1,25,6/27/19,1.67,11,330
22491853,67859646,2,39,12/6/18,2.17,1,24
22494825,25581222,2,57,6/16/19,3.58,1,73
22495122,89245578,2,32,6/23/19,1.77,1,19
22495520,15740291,2,109,6/25/19,5.95,1,53
22496369,23719409,1,41,6/22/19,2.24,4,132
22497711,101170573,1,1,1/3/18,0.05,1,0
22499295,1355958,1,0,,,2,0
22499728,1355958,2,0,,,2,22
22502171,17947250,2,1,1/1/18,0.05,2,0
22503055,80612882,3,1,1/4/18,0.05,1,5
22503167,21147555,20,0,,,1,0
22503340,150858055,1,10,10/21/18,0.54,1,0
22503477,158461160,30,4,5/12/19,0.28,6,299
22503721,165109723,3,0,,,1,83
22503885,2694297,3,3,6/30/19,0.2,1,78
22504678,122786340,1,0,,,1,0
22505049,138768335,30,7,6/10/19,0.44,2,317
22505480,126687208,6,0,,,1,0
22510428,165099226,1,1,4/9/18,0.07,1,0
22510506,165003654,30,24,1/15/19,1.39,1,303
22511108,128338539,30,25,11/14/18,1.47,4,178
22512408,28400686,7,0,,,1,0
22512917,10743035,2,0,,,1,0
22513363,2818775,1,16,5/19/19,1.08,1,280
22513387,27854445,4,0,,,1,0
22514364,7831209,1,13,5/28/19,0.81,10,365
22514608,23834677,1,111,7/6/19,6.08,2,238
22514661,28248849,3,1,1/15/18,0.06,1,0
22514949,59385671,3,0,,,1,0
22515329,118182048,1,8,10/13/18,0.56,1,12
22515792,40176101,1,92,6/26/19,5.1,7,11
22516244,705450,3,4,5/18/18,0.24,1,0
22516361,26583247,7,0,,,1,0
22516600,112901574,1,14,6/16/19,0.78,4,306
22516899,76426686,5,0,,,1,0
22517063,122283834,5,0,,,2,96
22518038,2203467,3,10,6/16/19,0.62,1,22
22518123,165307387,1,88,6/27/19,5.14,1,339
22522733,165360098,3,1,6/20/19,1,1,84
22524272,5758215,3,0,,,1,173
22527937,10022878,3,15,7/6/19,0.88,1,31
22529131,158969505,30,2,9/15/18,0.16,9,151
22529259,1533576,6,2,10/27/18,0.18,1,43
22529877,156505456,3,18,3/17/19,1.02,13,79
22530070,99296570,1,70,6/23/19,3.97,5,193
22530764,165448425,1,10,6/24/19,0.72,1,365
22531031,56757345,2,43,7/7/19,2.74,1,10
22531696,27482728,2,69,6/13/19,3.85,1,149
22531866,357117,6,4,5/24/19,0.23,1,5
22531898,87174871,1,6,7/2/19,0.33,1,9
22533156,28428851,2,5,6/2/19,0.35,2,40
22533436,155810605,4,4,11/8/18,0.22,2,0
22533666,103166867,3,0,,,1,0
22533734,165492173,7,0,,,1,0
22534385,164165428,3,0,,,1,0
22534758,23949144,2,6,5/4/18,0.38,1,0
22535503,6298158,1,12,7/1/19,0.69,1,358
22541685,22414216,30,0,,,1,220
22542091,2339049,2,85,6/23/19,4.65,2,128
22543061,165603002,6,3,4/26/19,0.16,1,0
22543433,138770550,3,6,10/12/18,0.43,3,100
22544160,165612495,3,26,6/22/19,1.68,1,15
22544810,10951481,2,92,6/23/19,5.24,5,90
22545036,12541753,3,1,1/13/18,0.06,1,0
22545117,90857546,3,12,3/12/19,0.79,1,112
22545206,20120009,1,48,4/24/19,2.64,6,3
22545284,3073721,2,52,1/1/19,3.54,1,0
22545760,13061712,5,6,6/14/19,0.34,1,177
22545840,165386495,2,15,12/16/18,0.83,1,220
22545850,3720764,5,3,11/25/18,0.36,1,0
22546236,133825714,1,0,,,1,0
22548780,3094303,12,1,1/31/18,0.06,1,0
22550289,7495768,3,8,5/19/19,0.47,1,0
22550431,2453755,2,2,5/28/18,0.15,1,0
22550483,77526864,1,5,3/16/19,1,1,158
22551923,56730358,4,5,2/27/18,0.28,1,0
22552956,165695294,1,0,,,1,0
22553501,165715198,1,52,5/26/19,2.88,1,128
22556901,17150107,5,0,,,1,0
22561496,16457426,2,14,6/20/19,0.77,1,332
22562364,30812164,1,19,10/31/18,1.73,1,0
22563782,8203031,3,8,7/1/19,0.48,1,27
22566815,1317913,3,0,,,2,0
22566828,58403098,4,39,5/14/19,2.2,3,304
22567255,8299661,28,4,5/31/19,0.3,1,216
22567430,165853174,2,74,7/5/19,4.38,1,322
22568033,21463260,2,0,,,1,0
22568389,2880848,2,0,,,1,0
22568702,83284183,3,1,6/27/18,0.08,1,0
22569197,150858745,3,0,,,1,5
22569493,28574655,30,54,6/24/19,2.98,1,277
22569600,63343926,1,65,6/24/19,3.68,1,6
22570044,790872,1,4,3/15/18,0.23,2,0
22570065,165887496,1,79,6/22/19,4.55,1,87
22570793,133926727,1,3,3/4/18,0.18,2,0
22571028,87073749,2,80,6/22/19,4.44,2,74
22571045,116746802,5,11,6/10/19,0.69,5,128
22571205,24495088,2,1,1/16/18,0.06,1,0
22571719,165898555,30,1,6/16/18,0.08,7,364
22572314,3942655,5,8,4/3/19,0.53,2,8
22572695,48616155,1,57,6/23/19,3.27,1,58
22574255,4365662,2,96,7/1/19,5.43,1,130
22575619,80824522,2,16,6/29/19,1.07,2,185
22576120,162430220,1,0,,,1,0
22578161,76664098,1,0,,,1,0
22579082,7784070,1,0,,,1,0
22579551,3231509,14,13,5/8/19,0.77,4,365
22579704,3231509,14,14,2/10/19,0.81,4,365
22579760,165985048,1,15,6/17/19,0.96,1,178
22580951,21593637,3,30,6/14/19,1.68,2,285
22582841,163829123,2,59,6/24/19,3.69,1,53
22583959,4373926,10,2,9/1/18,0.15,1,95
22584204,126449349,1,2,1/1/19,0.31,2,159
22584277,73377818,1,0,,,1,89
22584507,1653265,1,0,,,1,0
22584603,4719170,2,6,3/4/19,0.33,1,0
22584844,44904334,2,1,5/12/18,0.07,1,0
22586049,10057035,2,6,1/1/19,0.5,1,0
22586352,166066107,1,66,6/24/19,3.88,1,257
22586703,40543452,2,2,11/5/18,0.24,1,0
22587295,21784449,3,46,6/20/19,2.84,1,170
22587700,187912,1,35,6/27/19,2.04,2,17
22588459,17799362,2,1,1/21/18,0.06,1,0
22588755,53821850,1,62,6/23/19,4.83,2,58
22589075,3805722,4,5,6/16/19,0.32,1,0
22589500,18305503,2,3,4/7/18,0.19,1,0
22594239,3413548,2,14,6/15/19,0.82,1,124
22598303,40748414,14,0,,,1,157
22599828,15102235,4,50,7/5/19,2.99,2,107
22600713,1873234,3,33,5/30/19,1.91,1,11
22601143,166260679,27,0,,,1,0
22601249,166262295,2,57,6/30/19,3.57,2,53
22602605,15535189,2,4,5/2/18,0.26,1,0
22602979,166286543,7,6,6/12/19,0.41,2,299
22602996,166289951,2,0,,,1,0
22605114,70236577,1,11,5/18/19,1.77,1,345
22609027,166366338,3,21,6/10/19,1.3,1,42
22611675,166398662,1,2,1/24/18,0.11,1,0
22611934,74982218,4,45,7/1/19,2.53,2,38
22612874,166415629,1,0,,,1,0
22613221,117195769,1,4,2/25/18,0.23,3,0
22614476,121849119,1,57,6/17/19,3.62,1,86
22615158,33392869,3,0,,,1,0
22615655,2495580,4,3,3/25/19,0.76,1,0
22616613,81146832,1,15,5/17/18,0.85,1,0
22616692,106394077,3,0,,,1,0
22617426,166286543,10,5,2/1/19,0.29,2,350
22618211,5668546,1,0,,,1,0
22618396,107978473,2,3,6/19/18,0.23,1,0
22618993,150647463,14,3,1/2/19,0.21,2,64
22619073,84716175,1,49,10/22/18,2.72,2,180
22624247,166544300,4,37,6/9/19,2.17,1,244
22627376,1286786,1,1,1/21/18,0.06,1,0
22627980,3680044,2,6,4/29/18,0.33,1,0
22628116,130633561,1,0,,,1,89
22628471,74255931,15,1,2/18/18,0.06,1,0
22629010,165907758,7,0,,,1,0
22629696,154302755,2,31,7/1/19,1.71,5,358
22630194,156042211,4,4,3/7/19,0.23,4,37
22631617,42682752,1,2,1/15/18,0.11,3,0
22631676,41311743,3,0,,,2,0
22631779,44782054,2,58,6/27/19,3.81,1,9
22632338,156042211,4,31,6/23/19,1.88,4,296
22634088,155607686,3,20,6/15/19,1.29,1,324
22635815,26101123,2,23,6/30/19,1.43,1,30
22635959,158540605,1,61,7/2/19,3.52,6,274
22636145,157979999,1,76,6/30/19,4.43,1,301
22636548,158563237,4,9,5/19/19,0.65,1,364
22636785,158540605,2,75,6/23/19,4.29,6,254
22637100,158540605,1,101,7/4/19,5.59,6,216
22637533,89320309,1,2,1/18/19,0.13,1,0
22638243,16684717,1,2,2/11/18,0.12,1,0
22638442,22445332,1,1,1/17/18,0.06,1,0
22639188,2925596,5,46,7/1/19,2.63,1,228
22647656,15819815,30,1,3/26/18,0.06,1,177
22649404,1715301,4,63,6/27/19,3.63,3,191
22649836,151233592,1,1,1/11/18,0.06,1,0
22650253,110345854,4,1,11/18/18,0.13,1,0
22651032,113469347,3,27,6/24/19,3.65,1,304
22651464,165898555,30,0,,,7,364
22651509,166818540,1,2,10/11/18,0.11,1,0
22651614,166819817,30,0,,,1,90
22651901,124657243,1,4,3/7/18,0.23,1,0
22652358,35673036,3,3,9/14/18,0.28,1,189
22652572,93339222,2,50,6/23/19,3.19,1,80
22653378,4792728,2,9,9/30/18,0.65,1,0
22654987,9246334,7,0,,,1,365
22655068,166861637,3,52,5/31/19,3.2,1,3
22656433,166879201,2,95,7/5/19,5.27,1,48
22656618,165898555,30,0,,,7,365
22656623,4993038,1,1,1/20/18,0.06,1,0
22656685,166884908,1,0,,,1,0
22657560,165898555,30,1,5/25/18,0.07,7,364
22658582,37818581,1,17,5/25/18,0.94,4,0
22663674,3889408,2,47,6/27/19,2.79,1,269
22665286,4976277,5,19,6/23/19,1.18,1,155
22665392,6787261,1,52,6/13/19,2.88,2,0
22667271,5680111,5,19,4/16/19,1.29,7,140
22667641,167000939,2,13,7/29/18,0.87,1,0
22667649,260958,3,3,10/15/18,0.17,3,0
22667815,22550357,10,19,11/24/18,1.06,1,0
22668695,26754841,2,3,5/5/19,0.85,2,0
22669096,85886048,3,0,,,1,365
22670106,20120009,1,36,4/18/19,2,6,0
22670366,20120009,1,33,6/21/19,1.83,6,1
22670614,22130449,2,11,7/4/19,0.67,1,3
22671517,3428456,1,0,,,1,0
22672271,16275624,2,21,7/7/19,1.2,2,28
22672516,15537429,1,80,6/26/19,4.62,3,21
22673257,5079985,2,4,4/17/18,0.24,1,188
22674537,165803414,1,1,1/15/18,0.06,1,0
22674576,49222773,2,12,10/14/18,0.79,1,2
22675757,167098774,2,32,5/27/19,1.84,3,76
22676015,116067987,2,54,7/3/19,3.21,2,351
22681018,165898555,30,0,,,7,364
22683699,42082112,4,34,5/30/19,2.03,1,56
22683799,3218951,7,5,5/28/19,0.3,1,5
22683927,167188752,3,1,5/2/18,0.07,1,364
22685532,143938171,3,0,,,1,0
22686497,24124835,4,53,7/6/19,3.66,2,41
22686751,167208041,2,78,7/6/19,4.43,1,0
22687481,42585518,4,6,9/23/18,0.37,1,0
22687843,165898555,30,0,,,7,364
22688059,8992812,2,10,6/30/19,0.68,1,0
22689135,167250189,5,1,1/21/18,0.06,1,0
22689214,72392039,2,9,4/4/19,0.8,1,319
22689939,167258458,3,49,6/25/19,2.71,2,202
22690429,167258458,2,3,6/7/18,0.21,2,0
22690507,27264437,5,4,3/15/18,0.23,2,0
22690837,26856426,5,8,6/25/18,0.52,1,0
22691267,76422506,3,0,,,1,0
22697211,41550565,30,5,6/15/19,0.33,1,117
22698090,167359300,3,23,9/22/18,1.37,1,153
22698756,13203970,2,44,6/26/19,2.92,1,174
22699135,53978622,4,8,6/19/19,0.51,2,160
22699847,134428157,3,27,6/19/19,1.58,7,319
22699919,117633459,7,2,1/23/18,0.11,1,0
22700068,50765187,2,0,,,1,88
22700180,167004933,2,1,8/9/18,0.09,1,0
22700620,56120478,1,9,2/24/18,0.51,1,0
22701496,44174916,2,6,2/25/18,0.33,1,0
22701863,5835731,2,5,4/8/18,0.28,1,0
22701969,3741891,2,49,6/21/19,3.15,1,8
22702377,167401250,1,2,4/22/18,0.13,1,0
22702906,6291509,4,4,9/26/18,0.3,1,14
22702994,99652823,2,0,,,1,0
22703004,140057330,1,38,6/16/19,2.28,7,47
22703468,167270001,1,64,6/30/19,3.59,2,332
22703920,167098774,2,20,6/24/19,1.4,3,177
22704069,162575767,2,0,,,1,2
22704461,2681756,3,0,,,1,0
22704580,93516714,60,0,,,1,365
22705059,1692538,1,45,6/17/19,2.7,5,315
22705115,47412299,5,23,6/30/19,1.7,1,293
22705516,127740507,2,103,7/7/19,5.89,2,0
22705963,166873118,15,0,,,1,0
22706034,20365135,2,3,4/9/18,0.19,1,0
22706231,163047410,5,45,6/23/19,2.51,1,266
22706343,165257273,30,5,6/27/19,0.39,3,335
22712478,10545382,1,75,7/7/19,4.59,2,81
22713035,52825108,14,1,11/13/18,0.13,1,49
22713055,54740781,3,2,8/13/18,0.17,1,0
22713294,58884411,3,0,,,1,0
22713353,133545456,2,1,3/18/18,0.06,1,0
22714327,167560332,2,0,,,1,0
22714571,167270001,1,91,6/25/19,5.11,2,304
22714688,45370849,2,34,6/29/19,3.03,1,96
22714989,41911368,3,0,,,2,0
22715051,24967136,5,25,5/25/19,1.49,2,77
22715506,5601966,4,35,4/26/19,2.19,1,79
22715517,17766980,3,5,5/24/18,0.31,1,0
22716305,17129810,4,4,11/11/18,0.33,5,0
22717766,158461160,30,4,5/15/19,0.26,6,220
22717838,120847,3,11,6/30/19,0.82,1,13
22719709,167636238,2,10,12/1/18,0.94,3,365
22723461,167677659,4,5,2/24/19,0.31,1,7
22729984,116874533,2,30,7/1/19,1.88,2,331
22730139,167595532,1,20,1/8/19,1.55,1,6
22730298,131827796,3,36,6/25/19,2.23,1,132
22730899,17338440,5,1,2/20/18,0.06,1,0
22731353,27960761,2,14,4/22/18,0.79,3,0
22732004,3490389,3,19,6/24/19,1.35,1,172
22733147,60126799,4,0,,,1,0
22733533,167818456,2,47,6/29/19,3.24,2,146
22734359,167831565,1,6,3/17/18,0.34,1,0
22734483,45241930,60,6,7/2/19,0.36,3,33
22734514,167818421,3,22,10/25/18,1.28,1,188
22735103,33695224,1,3,5/28/18,0.17,1,0
22735497,12150056,1,4,5/19/18,0.22,1,22
22736194,99542612,1,0,,,1,0
22737164,510931,2,11,5/30/19,0.66,2,58
22744855,57195513,7,13,4/15/18,0.73,1,0
22745460,32304780,30,5,5/31/19,0.32,3,332
22745841,4690758,1,0,,,1,0
22746368,47735494,1,13,4/2/18,0.77,4,0
22746971,4342526,5,4,8/5/18,0.31,1,98
22747209,8113165,3,4,1/3/19,0.23,2,108
22747377,13032188,1,4,10/6/18,0.25,1,84
22748332,891403,3,19,4/5/19,1.25,1,365
22749701,12954861,2,20,12/12/18,1.17,1,0
22749967,24467449,1,8,11/18/18,0.47,2,21
22750161,156684502,1,302,7/6/19,16.81,3,26
22751480,168015754,3,33,6/5/19,2.05,1,18
22751525,155223823,1,1,10/7/18,0.11,1,90
22751606,87786261,1,67,6/26/19,3.97,5,255
22751906,167019780,3,41,6/19/19,2.46,1,211
22752094,33995259,7,10,12/30/18,0.66,1,0
22753683,2493425,2,7,3/31/18,0.4,1,0
22753775,168044240,2,42,6/7/19,2.45,1,70
22753912,16200683,4,18,4/20/19,1.05,1,0
22754004,41311743,3,0,,,2,0
22754110,47844929,1,4,2/25/18,0.24,1,0
22754373,1678704,1,5,9/1/18,0.46,3,59
22756078,17105274,14,6,6/27/19,0.35,2,319
22759494,10782927,1,45,6/17/19,2.56,1,96
22760853,10385345,14,6,6/12/19,1.94,1,0
22761054,168121995,180,3,1/31/19,0.42,1,299
22762560,4441023,2,2,5/26/18,0.14,1,0
22763812,327778,3,8,11/30/18,0.55,1,0
22764944,119847900,1,46,6/25/19,2.73,1,21
22766375,34516512,2,0,,,1,0
22766857,167995009,1,4,8/7/18,0.27,1,365
22767004,8125932,2,26,6/23/19,1.6,1,74
22767598,50605766,30,1,8/11/18,0.09,1,328
22770313,103104686,2,4,7/22/18,0.26,2,0
22770321,168196322,5,55,6/24/19,3.31,1,139
22770827,19962052,2,20,5/7/19,1.17,3,20
22770831,15534068,7,14,6/24/19,1.03,1,93
22771871,168211014,1,9,6/30/19,0.72,1,168
22775292,413447,2,4,8/31/18,0.36,2,0
22775694,31665926,3,0,,,1,0
22775929,57791424,3,2,7/8/18,0.15,1,0
22777530,160054295,1,5,1/2/19,0.53,1,0
22778341,168279437,1,7,9/21/18,0.41,1,0
22779542,156158778,1,0,,,12,14
22779726,156158778,1,0,,,12,146
22779746,156158778,1,0,,,12,215
22780103,156158778,1,0,,,12,45
22780158,156158778,1,0,,,12,31
22780220,156158778,1,0,,,12,20
22781825,168308087,1,0,,,1,0
22785118,126501524,2,61,6/30/19,3.47,3,250
22786489,110965771,2,14,5/20/19,0.81,7,57
22786958,168353272,1,9,6/9/19,1.79,1,13
22789426,38638199,1,18,7/30/18,1.01,1,0
22789917,44862267,3,32,6/8/19,1.85,1,36
22790196,19981762,3,0,,,1,0
22790700,83426350,2,0,,,1,0
22792652,118390361,2,88,7/6/19,5.69,1,107
