host_id,host_name,list_id,neighbourhood_group,neighbourhood,calculated_host_listings_count
16462666,Ali,16392085,Brooklyn,Williamsburg,3
107382521,Adam,16392514,Manhattan,Theater District,1
5895282,Scott,16392756,Manhattan,Greenwich Village,1
16677326,Alex And Zeena,16393191,Manhattan,Chelsea,12
16677326,Alex And Zeena,16393395,Manhattan,Chelsea,12
23099342,Jon,16393500,Brooklyn,Fort Greene,1
1482059,Erin,16393554,Manhattan,Chinatown,1
101809002,Tak,16394179,Brooklyn,Brownsville,1
59338077,Nash,16394193,Queens,Ridgewood,1
47817193,Loreley,16394440,Brooklyn,Clinton Hill,1
94027304,Roberson,16394488,Brooklyn,Williamsburg,1
52176200,Viktoria,16394576,Manhattan,East Harlem,1
37236633,Elís,16394608,Brooklyn,Bedford-Stuyvesant,1
71499658,Omar,16394700,Brooklyn,Williamsburg,1
107398940,Carl,16394824,Manhattan,Greenwich Village,1
80901099,Yifei,16395341,Manhattan,Washington Heights,1
78497102,Ira,16395800,Manhattan,Lower East Side,1
52014015,Yobiel,16395966,Brooklyn,Crown Heights,1
52780335,Aaron,16396119,Manhattan,Washington Heights,1
107412747,Jazz,16396241,Brooklyn,Williamsburg,1
19855956,Laurie,16396301,Manhattan,Hell's Kitchen,1
1175504,Verun,16396507,Manhattan,Kips Bay,1
107416436,Eddie,16396640,Manhattan,Upper East Side,1
5212097,Chris,16396753,Manhattan,East Village,2
8134440,Austin,16400753,Brooklyn,Williamsburg,1
5213327,Andrew,16400971,Manhattan,Washington Heights,1
107455767,Guelma,16401944,Queens,Rosedale,5
3125516,Eva,16402623,Manhattan,Lower East Side,1
98976,Nathan,16403092,Brooklyn,Bedford-Stuyvesant,1
3413390,Katia,16403353,Manhattan,East Village,1
102012893,Jeffrey,16404289,Manhattan,Harlem,2
4448551,Marco,16404329,Brooklyn,Williamsburg,1
3894843,Ania,16405036,Manhattan,Chelsea,1
50097540,Ana Cristina,16405126,Brooklyn,Williamsburg,1
22541573,Ken,16405632,Manhattan,Chelsea,87
22541573,Ken,16405668,Manhattan,Chelsea,87
43272616,Emi,16406203,Brooklyn,Fort Greene,2
28455413,Lia,16406403,Brooklyn,Bedford-Stuyvesant,2
60617669,Rich,16406680,Manhattan,Midtown,4
22803324,Andrea,16407022,Brooklyn,Williamsburg,1
9947836,Jenny,16407427,Bronx,Longwood,2
28779108,Darryl Diego,16407461,Brooklyn,Prospect-Lefferts Gardens,1
8309054,Kenza,16408202,Manhattan,East Village,1
254846,Brendan,16409634,Brooklyn,Bedford-Stuyvesant,4
70724645,Carly,16409970,Manhattan,Hell's Kitchen,1
54246858,Lana,16411398,Manhattan,Harlem,1
19294443,Melissa,16412250,Brooklyn,Park Slope,1
20578378,Brooklyn,16412823,Manhattan,Upper East Side,1
107556087,Crystal,16413425,Manhattan,East Harlem,1
12349009,Kaj,16413638,Manhattan,Nolita,1
561033,Neil,16413742,Brooklyn,Bushwick,1
106756395,Monica,16413797,Brooklyn,Bedford-Stuyvesant,2
59886126,Maria,16414045,Queens,Glendale,1
3722715,Laura,16414081,Brooklyn,Bedford-Stuyvesant,2
21058022,Pablo,16414538,Manhattan,Greenwich Village,3
18483938,Oscar,16414567,Manhattan,Upper East Side,1
4923854,Carly,16414744,Manhattan,Hell's Kitchen,1
12895206,Salvatore,16415297,Manhattan,Upper East Side,1
8594019,Jose Vicente,16415365,Manhattan,Morningside Heights,2
23341466,Mo,16415427,Manhattan,Theater District,1
74868631,Melkorka,16415673,Brooklyn,Bushwick,1
107578852,Carlos,16415769,Manhattan,Washington Heights,2
53850552,Virginia,16415910,Manhattan,Harlem,1
6755652,Jenny,16416474,Manhattan,Lower East Side,1
43870735,Tj,16416588,Brooklyn,Crown Heights,1
107589614,Jim,16416857,Manhattan,Chinatown,2
87690038,Wesly/Jessica,16417951,Brooklyn,Crown Heights,4
53611405,Tye,16418497,Brooklyn,Williamsburg,1
27847787,Samuel,16420915,Manhattan,Upper West Side,1
71540842,Willy,16422375,Queens,Ridgewood,2
15231187,Conor,16423080,Brooklyn,Greenpoint,1
27977412,Daria,16423090,Brooklyn,East Flatbush,4
42076125,Atif,16423772,Queens,Hollis,2
107417836,Rito,16423876,Brooklyn,Bedford-Stuyvesant,1
27977412,Daria,16424070,Brooklyn,East Flatbush,4
43197578,James,16424565,Queens,South Ozone Park,1
3619937,Freddi,16424642,Brooklyn,Bushwick,2
7009468,Sarah,16424684,Brooklyn,Park Slope,1
107671914,Etwin,16424743,Brooklyn,East Flatbush,1
20823812,Stephanie,16424934,Manhattan,East Village,1
73550323,Chioma,16425205,Bronx,Parkchester,1
6439477,Lindsay,16425234,Brooklyn,Williamsburg,1
107682732,Elva,16426099,Queens,Ditmars Steinway,1
40611169,Sol,16426123,Brooklyn,Carroll Gardens,5
107670361,Alexander,16426559,Manhattan,Lower East Side,1
18978686,Kristin,16427245,Queens,Ditmars Steinway,1
43151590,Kharay,16427395,Manhattan,West Village,1
22526477,Mathew,16427668,Manhattan,Chelsea,1
107699884,Cynthia,16427742,Manhattan,Upper West Side,1
83185960,Dr. Amy,16427854,Manhattan,Lower East Side,1
45247495,Carlos,16428383,Bronx,Fieldston,1
7546451,Clément,16428888,Manhattan,East Village,1
19803201,Gino,16428954,Brooklyn,Greenpoint,2
11429272,Greicy,16429097,Brooklyn,Williamsburg,1
44269300,Franklyn,16429863,Queens,Sunnyside,1
36758315,Isadora,16429866,Brooklyn,Sunset Park,1
39834676,Nette,16430924,Brooklyn,Crown Heights,1
16792201,Ileana,16431249,Manhattan,Kips Bay,1
107082851,Brian,16435953,Brooklyn,Williamsburg,2
91299100,Christopher,16436865,Manhattan,Upper West Side,2
4965750,Jess & Hagan,16437145,Brooklyn,Bedford-Stuyvesant,1
69545883,Chayla,16437326,Manhattan,Midtown,12
2488129,Jacqueline,16437333,Manhattan,Greenwich Village,1
40630037,Clara,16438038,Brooklyn,Williamsburg,1
64042146,David,16438893,Brooklyn,Flatbush,1
1877402,Anna,16439234,Manhattan,Harlem,2
21136805,Kalim,16439426,Brooklyn,Crown Heights,1
16462666,Ali,16439716,Brooklyn,Williamsburg,3
16677326,Alex And Zeena,16440192,Manhattan,Chelsea,12
570442,Maria,16440383,Queens,Briarwood,1
104497453,Mark,16440392,Brooklyn,Bedford-Stuyvesant,3
1239078,Michael,16441625,Brooklyn,Greenpoint,2
24092157,Julie,16441995,Brooklyn,Bedford-Stuyvesant,1
107662519,Paul,16442395,Manhattan,Midtown,1
107830761,Jonathan,16442568,Brooklyn,Flatbush,1
107830392,Nuries,16442660,Manhattan,East Harlem,1
2422554,Brais,16442834,Bronx,University Heights,2
107833451,Helena & Greg,16442999,Manhattan,Kips Bay,1
107836121,Svetlana,16443103,Manhattan,Midtown,1
107836752,Kyunghee,16443158,Manhattan,Hell's Kitchen,1
6897064,Paula,16444320,Manhattan,Upper West Side,2
6897064,Paula,16444558,Manhattan,Upper West Side,2
49987,Meg,16448634,Manhattan,East Village,1
344583,Daniel And Helene,16449169,Brooklyn,Bedford-Stuyvesant,1
43490434,Corey,16449480,Manhattan,Harlem,1
36234811,Anna,16449771,Queens,Arverne,4
14416504,StandOut,16450351,Manhattan,Financial District,1
7988793,Andres,16451278,Brooklyn,Williamsburg,1
1223281,Annette,16451907,Brooklyn,Gowanus,1
1647202,Katya,16453520,Brooklyn,Williamsburg,1
1192630,Christina,16453837,Brooklyn,Crown Heights,2
19659393,Cathy,16454164,Manhattan,Morningside Heights,1
107933494,Josie,16454273,Brooklyn,Park Slope,2
107939984,J,16454703,Brooklyn,Fort Hamilton,1
96438921,Yanru,16455521,Manhattan,Roosevelt Island,1
881222,Andreas,16456120,Brooklyn,Bedford-Stuyvesant,1
97513787,Daniel,16458046,Manhattan,Chinatown,5
108009985,Helma,16462626,Brooklyn,Williamsburg,1
50549111,Laura,16463445,Manhattan,Upper East Side,1
50482164,Nina,16463598,Manhattan,Midtown,1
40871485,Ajay,16465524,Brooklyn,Bay Ridge,1
794727,Martin,16465638,Brooklyn,Bedford-Stuyvesant,1
52243881,Andrea,16465690,Manhattan,East Village,2
19804292,Volkan,16466095,Brooklyn,Williamsburg,1
25528796,Julia,16466733,Manhattan,Tribeca,1
1708922,Molly & Mike,16466804,Brooklyn,Greenpoint,1
1475015,Mike,16466819,Manhattan,Midtown,52
7579679,Martha,16467165,Brooklyn,Prospect-Lefferts Gardens,1
108055585,Sue,16467731,Manhattan,Upper West Side,1
49208451,Alix,16468001,Manhattan,Upper West Side,1
107948590,Mailee,16468083,Brooklyn,Bushwick,1
108061424,Kevin,16468214,Brooklyn,Crown Heights,1
16273228,Sherian,16469132,Manhattan,East Harlem,1
108078909,Andrew,16469710,Manhattan,Upper East Side,1
538300,Hubert,16471707,Brooklyn,Bedford-Stuyvesant,1
26789852,Aendel,16472789,Queens,Long Island City,2
22024939,Abhishek,16475309,Manhattan,East Village,1
58391491,Juel,16475570,Queens,East Elmhurst,5
23700673,Yoni,16475935,Brooklyn,Clinton Hill,2
23095202,Victoria,16476403,Brooklyn,East Flatbush,2
51065605,Charles,16476956,Bronx,Port Morris,1
3428943,Travel Bug,16477061,Manhattan,Upper East Side,1
108160091,Dasha,16478472,Brooklyn,Williamsburg,3
60344033,Chung Hao,16479076,Manhattan,Washington Heights,1
2970729,Vera,16479344,Manhattan,Harlem,1
19442899,David,16479459,Manhattan,Hell's Kitchen,1
108188109,Thomas,16480273,Brooklyn,Bedford-Stuyvesant,1
62925063,Andrea,16480421,Brooklyn,Bushwick,2
19578509,Elodie,16480673,Manhattan,West Village,1
85002860,Manuel,16481602,Manhattan,Morningside Heights,1
1624568,Kristina,16485273,Manhattan,Inwood,1
13713605,Bea Ebony,16485990,Brooklyn,Kensington,2
36431705,Upinder,16486996,Brooklyn,Gowanus,1
42783841,Andy,16487043,Manhattan,East Village,1
22541573,Ken,16487077,Manhattan,Midtown,87
85499618,Ibi,16487157,Queens,Rego Park,1
69545883,Chayla,16487823,Manhattan,Midtown,12
24752198,Brando,16487967,Manhattan,Upper West Side,1
59559158,Hello,16488277,Manhattan,Tribeca,1
108272855,Lily,16488787,Brooklyn,Sunset Park,1
69545883,Chayla,16489149,Manhattan,Midtown,12
108275969,John,16489175,Queens,Long Island City,1
15651084,Saya,16490625,Manhattan,Murray Hill,1
107933494,Josie,16490732,Brooklyn,Park Slope,2
10896884,Gaurav,16490903,Manhattan,Washington Heights,1
4033160,Brian,16491507,Brooklyn,Williamsburg,1
51830483,Nathan,16491731,Manhattan,Hell's Kitchen,2
69398683,Ben,16493057,Manhattan,West Village,1
7427325,Jenia,16493084,Manhattan,Hell's Kitchen,2
11084524,Ruby,16496715,Manhattan,Morningside Heights,1
5379884,Jacob,16497297,Brooklyn,Greenpoint,1
13312279,Marta,16498294,Manhattan,East Village,1
17713747,Polly,16498335,Manhattan,Washington Heights,3
13924244,Steven,16499274,Brooklyn,Williamsburg,1
108367656,Lesya,16499824,Manhattan,Upper West Side,1
26495426,Aj,16503382,Brooklyn,Bedford-Stuyvesant,1
5179443,Vinay,16504513,Brooklyn,Williamsburg,1
108448918,Jermaine,16504986,Brooklyn,Bushwick,1
15279171,Ashley,16505722,Brooklyn,Flatbush,1
12145783,Enid,16506016,Manhattan,East Harlem,2
108464471,Jeremiah,16506121,Bronx,Longwood,1
16677326,Alex And Zeena,16506579,Manhattan,Chelsea,12
100112994,Felix,16507002,Queens,Long Island City,2
51025844,Kdn,16507116,Manhattan,Inwood,3
1635983,Sheila,16507804,Bronx,Schuylerville,3
108489381,Shane,16507990,Manhattan,Upper West Side,1
108494755,Denise,16508394,Manhattan,Inwood,1
20414850,Han,16508710,Queens,Glendale,1
108433379,Percy,16511493,Bronx,Norwood,1
23293950,Anthony,16513101,Brooklyn,Red Hook,1
37994197,Sophia,16513698,Manhattan,Lower East Side,1
12554468,Eric,16514343,Manhattan,Tribeca,1
45293248,Nicholas,16514760,Brooklyn,Williamsburg,1
108561042,Cameron,16514808,Brooklyn,Bushwick,1
99643776,Claire,16514949,Manhattan,Chinatown,2
411560,Joel,16515501,Brooklyn,Williamsburg,1
23970798,Maria,16517394,Manhattan,Lower East Side,1
20354091,Ana,16517710,Manhattan,Upper East Side,1
3012457,Cody,16518377,Manhattan,East Village,1
1809640,Matt,16518787,Manhattan,Chinatown,1
108608482,Ivan,16519069,Manhattan,Kips Bay,1
19480727,Helen,16519154,Brooklyn,Williamsburg,1
13584145,Monika,16519911,Manhattan,West Village,1
9091115,Cori,16520111,Queens,Far Rockaway,1
40146897,Eric,16523132,Brooklyn,Crown Heights,5
50760546,CRNY Monthly Rentals,16525573,Manhattan,Midtown,31
71490429,Corrado,16526927,Brooklyn,Flatbush,1
76767234,Ac,16527938,Manhattan,Harlem,1
7244288,Eric,16528098,Manhattan,West Village,1
67925153,DeAnna,16528572,Brooklyn,Williamsburg,1
14624072,Louis,16529413,Brooklyn,Williamsburg,1
1863597,Nicole,16529755,Manhattan,Chelsea,1
8366233,Helga,16529936,Manhattan,East Harlem,2
1649108,Allie,16530373,Brooklyn,Navy Yard,3
22760867,Rachel,16530447,Brooklyn,Bushwick,1
39072326,Stephanie,16530772,Manhattan,Harlem,1
71370032,Hannah,16530947,Brooklyn,Williamsburg,1
73643863,Lauren,16530962,Manhattan,Upper East Side,1
64471880,Jaleh,16533105,Manhattan,Harlem,2
11521252,Florence,16533876,Brooklyn,Williamsburg,1
386263,Vineet,16533954,Brooklyn,Crown Heights,2
61463458,Gary,16534037,Manhattan,Midtown,2
80262218,Laila,16534156,Manhattan,Upper East Side,3
48899796,Beth,16534157,Brooklyn,Midwood,2
24273714,Aracelis,16534337,Brooklyn,Williamsburg,3
61463458,Gary,16534588,Manhattan,Midtown,2
1363848,Matthew,16535746,Brooklyn,Park Slope,1
108781530,Isaac,16540563,Brooklyn,Bushwick,1
77375497,Hannah,16541635,Manhattan,Upper West Side,1
72568223,Jane Jo,16542661,Brooklyn,Gowanus,1
2677753,Regina,16542864,Manhattan,Midtown,1
60105727,Lee,16543032,Manhattan,Chelsea,2
5959857,Lukasz,16543538,Manhattan,Harlem,1
5076469,Aaron,16543563,Manhattan,East Village,1
10460189,Michael,16543637,Queens,Sunnyside,1
7824750,Donari,16544473,Brooklyn,Williamsburg,1
36232131,Pablo,16545297,Queens,Woodside,1
10028635,Valentina,16545876,Queens,Ditmars Steinway,1
2859516,Raymond,16546557,Manhattan,Lower East Side,2
11699708,Jacqueline,16546903,Manhattan,Harlem,1
8515724,J,16547073,Brooklyn,Williamsburg,3
3290436,Hadar,16547704,Brooklyn,Flatbush,2
795031,D M,16552108,Brooklyn,Williamsburg,2
48983104,Lily,16553353,Queens,Middle Village,3
28642501,Jen,16553544,Brooklyn,Williamsburg,1
3543739,Ashley,16554288,Brooklyn,Clinton Hill,1
39055365,Anaïs,16554488,Brooklyn,Bedford-Stuyvesant,1
26387193,Eman,16554739,Brooklyn,Flatbush,1
7229636,Ismael,16555274,Bronx,Concourse,1
109012504,Rory,16555921,Queens,Maspeth,1
78441349,Melissa,16556049,Brooklyn,East Flatbush,3
78441349,Melissa,16556211,Brooklyn,East Flatbush,3
38853591,Kyle,16557384,Manhattan,Harlem,1
109033183,Lucy,16557829,Manhattan,Inwood,1
109036773,Mila,16558246,Manhattan,Upper East Side,1
80375387,Ash,16559041,Queens,Astoria,1
91744449,Ricardo,16559061,Manhattan,Harlem,1
35998113,Jo & Savannah,16560593,Brooklyn,Bedford-Stuyvesant,3
108786369,Kwana,16560739,Brooklyn,Bedford-Stuyvesant,1
16860700,Lu,16561990,Manhattan,Upper East Side,1
24690329,Victoria,16565202,Brooklyn,South Slope,1
3291579,Rebecca,16565435,Brooklyn,Sunset Park,1
17227959,Dustin,16567425,Brooklyn,Crown Heights,1
7574029,Tracey,16568106,Brooklyn,Sunset Park,1
43642470,Simona & Jon,16568164,Manhattan,East Harlem,1
109141116,Adil,16568191,Manhattan,Murray Hill,1
327489,Anthony,16568252,Brooklyn,Fort Greene,1
109142193,Liang,16568275,Manhattan,Greenwich Village,1
109155011,Pearline,16569426,Brooklyn,East Flatbush,1
1535167,Danielle,16569554,Brooklyn,Williamsburg,1
11935009,Brandon,16570490,Brooklyn,Clinton Hill,1
11586393,Jared,16570631,Brooklyn,Bushwick,1
101982307,Belinda,16570975,Brooklyn,Williamsburg,2
107053757,Neena,16570978,Queens,Richmond Hill,1
60591318,Michelle,16575174,Brooklyn,Brooklyn Heights,1
42076125,Atif,16575852,Queens,Hollis,2
5281237,Jonathan,16577736,Queens,Astoria,2
46660053,Ploy,16578092,Brooklyn,Williamsburg,3
22694337,Emani,16578112,Brooklyn,Flatbush,1
31685194,Gerceida,16578780,Queens,St. Albans,1
17078225,Sarah-Jane,16578826,Manhattan,Harlem,2
24118830,Constanza,16579236,Brooklyn,Williamsburg,1
109306113,Chad,16581779,Brooklyn,Bedford-Stuyvesant,1
1649524,Peter,16582351,Brooklyn,Prospect Heights,1
4965665,Vanessa,16584033,Brooklyn,Clinton Hill,1
11704017,Daniel,16584878,Brooklyn,Cobble Hill,1
6600911,Cristina,16585566,Brooklyn,Bensonhurst,2
1236663,T,16585605,Manhattan,Harlem,1
17997408,Nancy,16586422,Brooklyn,Clinton Hill,2
3781090,Jamil,16586785,Brooklyn,Williamsburg,1
9398673,Tal,16586966,Brooklyn,Prospect Heights,1
33674633,Michael,16587776,Brooklyn,Bedford-Stuyvesant,1
33064599,Yukee,16590264,Manhattan,Upper West Side,6
2988712,Sasha,16591428,Bronx,Mount Hope,7
69406365,Yoko,16595351,Manhattan,Upper East Side,2
8696190,Tee,16598387,Brooklyn,Fort Greene,1
109498113,Sammy & Chris,16599323,Brooklyn,Bushwick,1
9599840,Danny,16599472,Manhattan,Financial District,1
94522062,Christine,16601748,Manhattan,East Village,1
10075380,Mike,16601801,Manhattan,West Village,1
109526714,Aleida,16601841,Queens,East Elmhurst,2
23957491,Elka,16603017,Manhattan,Washington Heights,1
4494498,Micah,16603730,Manhattan,Harlem,1
109551284,Saphira,16603823,Manhattan,Upper West Side,2
14577537,Tom,16604023,Brooklyn,Bedford-Stuyvesant,2
109527682,Stella,16604112,Queens,Jamaica,1
41878998,Ruth,16604568,Brooklyn,South Slope,1
23120620,Jackie,16604913,Queens,Flushing,5
89715765,Michael,16607054,Manhattan,Harlem,1
17371775,Octavio,16608718,Brooklyn,Williamsburg,1
4878363,Jessie,16612424,Brooklyn,Bedford-Stuyvesant,2
603592,Brad,16613219,Brooklyn,Bedford-Stuyvesant,1
109653516,Joseph,16613394,Queens,Sunnyside,1
80601038,Shelley,16613506,Queens,Forest Hills,2
29096,Jonathan,16613747,Brooklyn,Bushwick,1
109660521,Isaac,16613993,Manhattan,Civic Center,1
18151522,Venice,16614389,Queens,Ridgewood,1
109667882,Hildegaard,16614713,Brooklyn,South Slope,1
3932715,Jason,16616320,Brooklyn,Williamsburg,1
62716661,Nelli,16616410,Queens,Astoria,1
61090067,Justyna,16616522,Manhattan,East Harlem,1
16392320,Oscar,16616853,Brooklyn,Bedford-Stuyvesant,1
107883536,Tommy,16617217,Manhattan,Midtown,1
19053159,Nikki,16617542,Manhattan,Lower East Side,1
47027510,Tucker,16617640,Brooklyn,Bushwick,1
6562818,Salvatore,16617893,Brooklyn,Greenpoint,1
7005192,James,16617969,Manhattan,Harlem,1
40883799,Amos,16618049,Brooklyn,Bushwick,3
2887101,Kerry,16618113,Brooklyn,Williamsburg,1
25355233,Roseann,16619241,Queens,Springfield Gardens,1
109729836,Cindy,16619861,Brooklyn,Flatlands,1
109733032,Ian,16620082,Brooklyn,Williamsburg,1
109734523,Todd & Ashta,16620235,Brooklyn,Bedford-Stuyvesant,1
109725962,Erika,16620607,Brooklyn,Bushwick,1
6025804,Vero,16625310,Brooklyn,Bedford-Stuyvesant,1
2300134,J,16627548,Manhattan,Harlem,2
2970413,Milan,16627834,Brooklyn,Crown Heights,1
46068130,Laura,16628617,Manhattan,Hell's Kitchen,2
2300134,J,16629299,Manhattan,East Harlem,2
107471514,Carla,16629401,Brooklyn,Downtown Brooklyn,1
107459717,Matt,16630483,Manhattan,Kips Bay,1
51024366,Marie,16630594,Brooklyn,Greenpoint,1
109886922,Michael,16634357,Manhattan,Upper East Side,1
109162710,Brandon,16634459,Manhattan,Harlem,1
7831209,Bobi,16634534,Manhattan,East Harlem,10
15225114,Maren,16634642,Brooklyn,Greenpoint,1
109908957,Natalia & Gustavo,16636214,Brooklyn,East Flatbush,2
109931171,Manzoor,16637954,Queens,Richmond Hill,1
27102828,Monica,16640455,Brooklyn,Bedford-Stuyvesant,1
7921167,Justin,16644223,Brooklyn,Park Slope,1
48866061,Iso,16644599,Queens,Rego Park,1
107022433,Nikita,16646872,Brooklyn,Bedford-Stuyvesant,3
6865666,Ana,16647489,Brooklyn,Williamsburg,1
110026778,Sanja,16648338,Brooklyn,Williamsburg,1
110049608,Virginia & Steve,16649739,Brooklyn,Midwood,1
110050850,Cecil,16649773,Manhattan,Harlem,1
24805629,Joi,16650612,Manhattan,Hell's Kitchen,1
6074181,Terumi,16651348,Brooklyn,Red Hook,1
3019912,Michael And Meredith,16651519,Brooklyn,Sunset Park,1
31892037,Harrison,16651879,Manhattan,Hell's Kitchen,1
27267477,Basile,16652059,Brooklyn,Williamsburg,1
7831209,Bobi,16657247,Manhattan,East Harlem,10
17085442,Albert,16659292,Brooklyn,Fort Greene,1
9870527,Josh,16659337,Brooklyn,Boerum Hill,1
42682752,Katharine,16662770,Brooklyn,Cobble Hill,3
23820907,Hifza,16662964,Queens,Long Island City,1
110198200,Athelstan,16663520,Brooklyn,Prospect-Lefferts Gardens,2
2378621,Julie,16663731,Brooklyn,Williamsburg,1
54438083,Charles,16664045,Queens,Maspeth,3
110198200,Athelstan,16664669,Brooklyn,Prospect-Lefferts Gardens,2
110218367,Amy,16665181,Brooklyn,Bedford-Stuyvesant,1
12096316,Kris,16670882,Brooklyn,Bedford-Stuyvesant,1
16400950,Farrah,16673329,Manhattan,East Harlem,1
13001035,Montserrat,16673377,Manhattan,Midtown,1
17753630,Erin,16673626,Brooklyn,Sunset Park,1
10437339,Ro,16673954,Manhattan,West Village,2
8254680,Juliette,16674233,Brooklyn,Bushwick,1
110326109,Jenna,16674839,Manhattan,East Village,1
56735326,Christi,16675507,Brooklyn,Greenpoint,1
13257873,Maria,16675965,Manhattan,Upper East Side,1
59163247,Eric,16677170,Manhattan,Chelsea,1
110358650,Rocco,16677256,Manhattan,Harlem,1
25311040,Keisuke,16677358,Brooklyn,Sunset Park,1
107296819,Alexandra,16677866,Manhattan,East Harlem,3
3843799,BNB-Resorts By RC,16678104,Manhattan,Midtown,1
1380312,Shari,16678888,Brooklyn,Carroll Gardens,1
5855892,Vasili,16685971,Manhattan,Washington Heights,1
53099839,Avery,16686651,Manhattan,Lower East Side,1
68302204,Samuel,16687158,Brooklyn,Bedford-Stuyvesant,1
14730722,Omar £ Jacqueline,16687716,Queens,East Elmhurst,1
31429300,Cindy,16688119,Brooklyn,Greenpoint,1
110478816,Robert,16688892,Brooklyn,Williamsburg,1
2600209,Ed,16689593,Brooklyn,Williamsburg,1
43272616,Emi,16690484,Brooklyn,Fort Greene,2
6057126,Jac,16690627,Brooklyn,Park Slope,1
110522157,Noam,16690832,Brooklyn,Park Slope,1
69776478,Emily,16691242,Manhattan,East Village,1
60539147,Kate,16691826,Manhattan,Hell's Kitchen,1
32107612,Eugon And David,16692402,Brooklyn,Bushwick,1
49224450,Dongho,16693621,Queens,Woodside,1
5281237,Jonathan,16693953,Queens,Astoria,2
3507099,MyCity,16697657,Manhattan,Hell's Kitchen,2
110629411,T,16701051,Manhattan,Chinatown,1
54548232,Anna,16701087,Manhattan,Harlem,2
30656279,Jill,16703749,Manhattan,Hell's Kitchen,4
59974573,Taka,16704118,Queens,Elmhurst,2
110686573,Roger,16706521,Manhattan,West Village,1
10585694,Roy,16706758,Manhattan,Midtown,1
1938828,Shay,16706875,Brooklyn,East Flatbush,3
52059111,Daniel,16708143,Brooklyn,Prospect-Lefferts Gardens,1
110708643,Stephen,16708692,Brooklyn,Bedford-Stuyvesant,1
4359511,Chris,16709467,Brooklyn,Bedford-Stuyvesant,1
19466874,Sheri,16709795,Manhattan,Upper East Side,1
2431149,Delphina,16710016,Brooklyn,Crown Heights,2
53277135,Cody,16710300,Manhattan,West Village,1
110737214,Lai-Lin,16711476,Manhattan,Washington Heights,1
3507099,MyCity,16712302,Manhattan,Hell's Kitchen,2
110786804,Sara,16716676,Brooklyn,Fort Greene,1
3989837,Nadav,16718498,Brooklyn,Williamsburg,2
7857773,Caroline,16719568,Brooklyn,Greenpoint,1
3676370,Patrice,16720039,Manhattan,Harlem,1
110825940,Casey,16720574,Manhattan,Midtown,1
107947878,Michael,16720662,Brooklyn,Bedford-Stuyvesant,2
3915722,Bettina,16721040,Brooklyn,Fort Greene,1
10966450,Alex,16721137,Brooklyn,Williamsburg,1
1302317,Vanessa,16721299,Brooklyn,Williamsburg,1
53179388,Raymond,16722564,Manhattan,Upper East Side,10
99097436,Miles,16722762,Manhattan,Harlem,1
100595030,Michael,16723682,Brooklyn,Williamsburg,2
106837455,Lisa,16725326,Manhattan,Upper West Side,8
68762417,Simon,16725576,Manhattan,East Harlem,4
38599544,Maya,16725615,Manhattan,Hell's Kitchen,1
6437545,Michael,16725879,Manhattan,SoHo,1
68762417,Simon,16725924,Manhattan,East Harlem,4
110884492,Julia,16726217,Brooklyn,Crown Heights,1
44018877,Yves,16730833,Brooklyn,East Flatbush,2
1384388,Georgia And Kevin,16731782,Brooklyn,Windsor Terrace,1
1588656,Rebekah,16732266,Brooklyn,Park Slope,2
19001553,Gina,16734212,Brooklyn,Bedford-Stuyvesant,1
5665728,Ryan,16734233,Queens,Sunnyside,1
182670,Paul,16735133,Manhattan,Lower East Side,1
64471880,Jaleh,16735801,Manhattan,Harlem,2
110900012,Triny,16735848,Queens,Richmond Hill,1
4547658,Christine,16736830,Brooklyn,Park Slope,1
8591819,Raja,16737042,Queens,Astoria,1
24626134,Eunjin,16738648,Manhattan,Midtown,1
2988712,Sasha,16739146,Bronx,Fordham,7
8715723,Jacob,16739891,Manhattan,Harlem,5
47716416,Kimberly,16740081,Manhattan,Chinatown,1
31867503,Ioanna,16740218,Brooklyn,Williamsburg,1
65061161,Dustin,16740779,Brooklyn,Williamsburg,1
64156488,Abbi,16741278,Manhattan,Flatiron District,1
75064270,Audrey,16741935,Manhattan,Financial District,2
110062117,Steve,16749005,Brooklyn,Bedford-Stuyvesant,1
5133087,Charlotte,16749235,Manhattan,Chinatown,1
32124747,Julian,16751768,Brooklyn,Bushwick,1
22541573,Ken,16751838,Manhattan,Murray Hill,87
111134635,Vilena,16751874,Queens,Jamaica,1
5944004,Donna,16753723,Manhattan,West Village,1
21126633,Evan,16755891,Manhattan,Chinatown,1
24140532,Josh,16755920,Brooklyn,Bedford-Stuyvesant,4
8993084,Kimberly,16756027,Brooklyn,Bedford-Stuyvesant,4
1691656,Adrian,16756480,Brooklyn,Prospect Heights,1
50282911,Jeanne,16756678,Brooklyn,Bushwick,1
25137968,Alanah,16757281,Manhattan,Harlem,1
111208718,Morgan,16757480,Brooklyn,Bedford-Stuyvesant,1
7265267,Louis,16758426,Manhattan,East Harlem,1
41578662,Lucia,16764130,Bronx,Mott Haven,2
18451417,Jose,16766700,Manhattan,Harlem,1
109859103,Tomek,16766743,Brooklyn,Flatbush,1
111298791,Nidia,16766855,Manhattan,Washington Heights,1
18654847,Katherine,16767194,Brooklyn,Crown Heights,1
74896042,Agona,16768336,Brooklyn,Williamsburg,1
111319972,Clayton,16768665,Manhattan,Harlem,1
111327104,Ziggy & Rome,16769229,Brooklyn,Bushwick,1
